language,dim,prune_height,phonType,pearsonR_with_semSim,p-value
BSL,300d,4,HS,-0.19456924496815162,0.26270177104591935
BSL,300d,4,MOV,-0.009226259889902555,0.9580490179698822
BSL,300d,4,LOC,-0.020961941307870484,0.9048620620511023
BSL,300d,5,ENTIRE,0.1304120272728367,0.2341936311190239
BSL,300d,5,HS,0.09710932601087578,0.3766208395569186
BSL,300d,5,MOV,0.2747012202197661,0.01095065414570628
BSL,300d,5,LOC,0.011562371970632777,0.9163560213567187
BSL,300d,6,ENTIRE,0.139629434638832,0.04325308407010868
BSL,300d,6,HS,0.12948894304595662,0.06104535740932032
BSL,300d,6,MOV,0.04776444527836143,0.49117937122715005
BSL,300d,6,LOC,0.1078707400580988,0.11913467240891963
BSL,300d,7,ENTIRE,0.17270973622338648,0.0009073097115072045
BSL,300d,7,HS,0.14739901235509234,0.004717547093138376
BSL,300d,7,MOV,0.08848122066970457,0.09097599062959719
BSL,300d,7,LOC,0.14444037475836796,0.005633467374991187
BSL,300d,8,ENTIRE,0.1428355341292547,0.0037953892548095057
BSL,300d,8,HS,0.13518939540097238,0.006176714005794517
BSL,300d,8,MOV,0.12910327997721052,0.008951289300080496
BSL,300d,8,LOC,0.07671894181170068,0.12136253920528405
BSL,300d,9,ENTIRE,0.15579343425423287,0.00590132248129068
BSL,300d,9,HS,0.1197457218145499,0.03478639793846438
BSL,300d,9,MOV,0.1885601970903859,0.0008319717395814833
BSL,300d,9,LOC,0.09575767617486551,0.09183800577906175
BSL,300d,10,ENTIRE,0.23888540789521698,0.0003972091627276173
BSL,300d,10,HS,0.20819062608477257,0.002099500733083002
BSL,300d,10,MOV,0.2012444890415996,0.0029685923150299365
BSL,300d,10,LOC,0.15001389630293888,0.02749331100284127
BSL,300d,11,ENTIRE,0.3652187509074953,4.00958952004838e-06
BSL,300d,11,HS,0.32076517716183756,5.9318471455234787e-05
BSL,300d,11,MOV,0.13038666842258312,0.11055046903717193
BSL,300d,11,LOC,0.2997250659083414,0.00018489541786841443
BSL,300d,12,ENTIRE,0.391741627763617,1.943368903085312e-05
BSL,300d,12,HS,0.333412661540572,0.0003277981289281179
BSL,300d,12,MOV,0.13974729680520562,0.14167649196116858
BSL,300d,12,LOC,0.3456331523587638,0.0001895758023328217
